model,year,motor_type,running,wheel,color,type,status,motor_volume,price
hyundai,2018,petrol,42600  miles,left,white,sedan,excellent,2.0,16500
mercedes-benz,1995,petrol,290  km,left,purple,sedan,normal,2.0,4000
hyundai,2020,petrol,128000  km,left,white,sedan,excellent,2.0,14500
nissan,2018,petrol,57000  miles,left,white,suv,excellent,2.0,25000
nissan,2017,petrol,102000  km,left,cherry,suv,excellent,2.0,14999
toyota,2008,petrol,135000  km,left,black,sedan,excellent,1.6,10900
toyota,2013,petrol,61000  miles,left,white,sedan,good,1.8,14000
hyundai,2017,petrol,71000  km,left,blue,sedan,excellent,2.0,11800
hyundai,2016,petrol,185000  km,left,blue,sedan,excellent,2.0,11400
hyundai,2020,petrol,37394  miles,left,black,sedan,crashed,2.0,17300
kia,2018,petrol,90000  km,left,cherry,sedan,excellent,2.0,13800
hyundai,2016,petrol,80000  miles,left,blue,sedan,good,2.0,12400
hyundai,2019,petrol,21000  miles,left,black,sedan,excellent,2.0,18000
mercedes-benz,1996,gas,400000  km,left,black,sedan,good,2.0,4700
mercedes-benz,1996,gas,334000  km,left,white,sedan,good,1.8,4400
kia,2019,petrol,30000  miles,left,blue,sedan,excellent,2.0,17700
mercedes-benz,2017,petrol,61000  miles,left,black,sedan,excellent,2.0,28000
hyundai,2013,petrol,146  miles,left,silver,sedan,excellent,2.0,10500
toyota,2019,petrol,81134  km,left,white,sedan,excellent,2.0,23000
nissan,2022,petrol,3000  miles,left,cherry,suv,excellent,1.5,34500
nissan,2017,petrol,100000  miles,left,black,suv,excellent,2.5,15800
toyota,2016,petrol,40000  km,left,black,sedan,excellent,1.6,17000
nissan,2018,petrol,58900  miles,left,white,suv,excellent,2.0,17800
mercedes-benz,2005,gas,220000  km,left,white,sedan,good,2.0,6200
nissan,2017,petrol,43009  miles,left,black,suv,excellent,2.5,20500
nissan,2017,petrol,70000  miles,left,gray,suv,excellent,2.0,15750
toyota,2022,petrol,150  miles,left,black,sedan,excellent,2.0,25000
mercedes-benz,2018,petrol,25000  miles,left,white,sedan,excellent,2.0,33000
nissan,2017,petrol,104000  miles,left,white,suv,excellent,2.0,15750
toyota,2020,petrol,120000  km,left,black,sedan,good,1.6,20700
mercedes-benz,1995,petrol,241000  km,left,silver,sedan,good,1.8,5500
kia,2020,petrol,7100  miles,left,silver,sedan,excellent,2.0,15750
mercedes-benz,1997,petrol,261000  km,left,other,sedan,normal,2.0,4300
mercedes-benz,2017,petrol,60000  miles,left,black,sedan,excellent,2.0,29800
toyota,2022,petrol,150  km,left,black,sedan,new,2.0,20900
toyota,2014,petrol,124000  miles,left,white,sedan,excellent,2.0,15750
toyota,2018,petrol,143000  km,left,white,sedan,excellent,2.0,14800
hyundai,2021,petrol,18000  km,left,white,sedan,good,1.6,22500
mercedes-benz,2017,petrol,82000  miles,left,black,sedan,excellent,2.0,26400
hyundai,2012,petrol,240000  km,left,white,sedan,excellent,1.6,9500
toyota,2016,petrol,75000  km,left,black,sedan,excellent,2.0,17800
toyota,2017,gas,60000  km,left,white,sedan,excellent,2.0,19000
toyota,2020,petrol,20000  miles,left,white,sedan,normal,2.0,16700
mercedes-benz,1994,petrol,400000  km,left,beige,sedan,good,2.0,3500
hyundai,2018,petrol,90000  miles,left,black,sedan,excellent,2.0,12500
nissan,2020,petrol,24000  miles,left,black,suv,excellent,2.0,16850
mercedes-benz,2000,petrol,280000  km,left,black,Coupe,excellent,2.0,3800
kia,2022,petrol,18000  km,left,white,sedan,excellent,2.0,22000
hyundai,2017,petrol,72000  km,left,blue,sedan,excellent,2.0,13900
toyota,2016,petrol,80000  km,left,black,sedan,good,2.0,18500
kia,2011,gas,175000  miles,left,black,sedan,excellent,2.0,8500
toyota,2007,petrol,106000  km,left,red,sedan,excellent,1.6,9800
mercedes-benz,2001,gas,235000  km,left,silver,sedan,good,2.0,6300
kia,2017,petrol,80000  miles,left,brown,sedan,excellent,2.0,11800
nissan,2018,petrol,59100  km,left,black,Universal,excellent,2.0,20800
kia,2020,petrol,46000  km,left,blue,sedan,excellent,2.0,18000
mercedes-benz,2014,petrol,105000  km,left,black,sedan,excellent,1.8,24000
toyota,2021,petrol,86000  km,left,black,sedan,excellent,2.0,20700
nissan,2022,petrol,11000  miles,left,black,suv,excellent,2.0,26500
hyundai,2019,petrol,30000  miles,left,gray,sedan,excellent,2.0,17500
hyundai,2020,petrol,42000  miles,left,red,sedan,excellent,2.4,13650
hyundai,2017,petrol,106000  miles,left,white,sedan,excellent,2.0,13300
mercedes-benz,2018,petrol,3700  miles,left,black,sedan,excellent,2.0,40000
hyundai,2022,petrol,13000  km,left,gray,sedan,excellent,2.0,35000
kia,2015,petrol,92540  miles,left,silver,sedan,excellent,1.6,10000
hyundai,2018,gas,73000  miles,left,white,sedan,excellent,2.0,13900
nissan,2017,petrol,86000  miles,left,silver,suv,excellent,2.0,16500
toyota,2012,petrol,123500  km,left,black,sedan,excellent,1.8,12500
nissan,2018,petrol,57000  km,left,black,suv,excellent,2.0,21300
mercedes-benz,2012,petrol,100000  km,left,black,sedan,excellent,1.8,13200
hyundai,2015,petrol,115000  km,left,white,sedan,excellent,2.0,15750
kia,2017,petrol,155000  km,left,silver,sedan,good,2.0,11500
mercedes-benz,2016,petrol,120000  km,left,black,sedan,excellent,2.0,26700
kia,2019,petrol,45047  miles,left,silver,sedan,excellent,2.0,19800
mercedes-benz,2001,gas,329000  km,left,beige,sedan,good,2.0,5300
kia,2019,petrol,52000  miles,left,black,sedan,crashed,2.0,13200
mercedes-benz,2017,petrol,82000  miles,left,brown,sedan,crashed,2.0,14200
nissan,2019,petrol,32000  miles,left,black,suv,excellent,2.0,21000
mercedes-benz,1997,gas,197000  km,left,silver,sedan,excellent,2.0,5250
nissan,2019,petrol,69000  miles,left,gray,suv,excellent,2.0,18500
mercedes-benz,1998,petrol,210749  km,left,gray,sedan,excellent,1.8,6000
toyota,2017,petrol,110000  km,left,blue,sedan,excellent,1.8,16500
mercedes-benz,2018,petrol,71000  km,left,gray,sedan,excellent,2.0,28500
mercedes-benz,2019,petrol,18000  miles,left,black,sedan,excellent,2.0,37000
nissan,2019,petrol,4000  km,left,gray,suv,excellent,2.0,15600
hyundai,2013,petrol,180000  km,left,white,sedan,excellent,1.8,9500
kia,2019,petrol,62000  miles,left,black,sedan,excellent,2.0,13500
kia,2018,petrol,35000  miles,left,silver,sedan,excellent,2.0,13500
nissan,2019,gas,60000  km,left,silver,suv,excellent,2.0,18800
mercedes-benz,2012,petrol,124000  miles,left,black,sedan,good,3.0,13800
hyundai,2014,petrol,72000  miles,left,blue,sedan,good,1.8,10800
nissan,2018,petrol,22000  miles,left,black,suv,excellent,2.5,20300
nissan,2016,petrol,37000  miles,left,black,suv,excellent,2.5,16300
nissan,2018,petrol,87000  miles,left,blue,suv,excellent,2.0,16900
mercedes-benz,2001,petrol,302000  km,left,silver,sedan,good,2.0,5800
kia,2014,petrol,14300  miles,left,other,hatchback,excellent,2.0,10600
nissan,2019,petrol,88000  miles,left,silver,suv,excellent,2.5,18700
toyota,2022,petrol,16000  miles,left,silver,sedan,excellent,2.0,15750
toyota,2017,petrol,115000  km,left,white,sedan,excellent,2.0,18000
nissan,2018,petrol,82000  km,left,white,suv,excellent,2.0,14209
kia,2012,petrol,10  miles,left,red,Coupe,good,2.0,9200
kia,2016,petrol,98400  miles,left,red,sedan,good,1.8,10400
nissan,2018,petrol,66000  miles,left,black,suv,excellent,2.0,17800
mercedes-benz,2020,petrol,27000  miles,left,white,sedan,excellent,2.0,42000
nissan,2016,petrol,95000  miles,left,white,Universal,excellent,2.5,15300
mercedes-benz,1997,gas,100000  km,left,silver,sedan,excellent,2.0,4700
hyundai,2020,petrol,70000  km,left,black,sedan,excellent,2.0,16500
nissan,2019,petrol,71000  km,left,blue,suv,good,2.0,14000
nissan,2018,petrol,38000  miles,left,black,suv,excellent,2.0,16500
mercedes-benz,2008,gas,300000  km,left,silver,sedan,good,3.5,11200
nissan,2018,petrol,67000  miles,left,black,suv,excellent,2.5,16900
toyota,2020,petrol,27000  km,left,black,sedan,excellent,2.0,23500
nissan,2018,petrol,47000  miles,left,white,suv,excellent,2.5,15750
mercedes-benz,2008,petrol,220000  km,left,black,sedan,excellent,2.0,9600
toyota,2022,petrol,800  km,left,gray,sedan,excellent,2.0,37500
toyota,2019,petrol,65000  km,left,black,sedan,excellent,1.6,27500
toyota,2016,petrol,90100  km,left,black,sedan,excellent,2.0,18000
kia,2017,petrol,107000  km,left,clove,sedan,good,2.0,9900
hyundai,2018,petrol,57000  miles,left,white,sedan,excellent,2.0,15500
kia,2019,petrol,49000  miles,left,silver,sedan,excellent,2.0,14000
nissan,2018,petrol,49000  km,left,gray,suv,excellent,2.5,17800
kia,2019,petrol,17000  km,left,white,sedan,excellent,2.0,15000
hyundai,2014,petrol,130000  miles,left,black,sedan,excellent,2.0,12500
hyundai,2016,petrol,26000  miles,left,red,sedan,excellent,2.0,11000
nissan,2019,petrol,70000  miles,left,gray,suv,crashed,2.0,12500
kia,2018,petrol,23000  miles,left,black,sedan,excellent,2.0,15000
nissan,2017,petrol,70910  km,left,gray,suv,excellent,2.0,16900
nissan,2019,petrol,32000  miles,left,black,suv,excellent,2.5,26500
hyundai,2013,petrol,130000  miles,left,silver,sedan,excellent,2.0,10500
hyundai,2017,petrol,102000  km,left,blue,sedan,excellent,2.0,12600
hyundai,2023,petrol,5000  km,left,black,sedan,excellent,2.0,27000
toyota,2019,petrol,55000  km,left,black,sedan,excellent,2.0,25000
nissan,2017,petrol,100000  miles,left,black,sedan,crashed,2.5,8500
mercedes-benz,2017,petrol,22000  miles,left,white,sedan,excellent,2.0,28486
mercedes-benz,1995,gas,400000  km,left,blue,sedan,good,2.0,15750
hyundai,2017,petrol,45000  miles,left,black,sedan,excellent,2.0,12500
hyundai,2015,petrol,70000  miles,left,gray,sedan,good,2.0,11500
nissan,2016,petrol and gas,120  km,left,white,suv,good,2.0,15750
nissan,2017,petrol,86000  km,left,gray,suv,excellent,2.0,16000
hyundai,2017,petrol,69000  miles,left,black,sedan,good,2.0,13300
hyundai,2014,petrol,138000  km,left,black,sedan,normal,2.0,8500
mercedes-benz,1997,gas,188000  km,left,silver,sedan,normal,2.0,4300
mercedes-benz,2017,petrol,132000  km,left,silver,sedan,excellent,2.0,28000
nissan,2017,gas,101000  km,left,black,Universal,excellent,2.0,17777
kia,2019,petrol,31000  miles,left,black,sedan,excellent,2.0,16800
nissan,2014,gas,167000  km,left,gray,suv,good,2.5,14500
mercedes-benz,2017,petrol,70000  km,left,black,sedan,excellent,2.0,29500
toyota,2019,petrol,57000  km,left,blue,sedan,excellent,2.0,16500
mercedes-benz,2017,petrol,130000  km,left,black,sedan,excellent,2.0,25800
mercedes-benz,2013,petrol,124000  km,left,red,sedan,excellent,2.0,12990
nissan,2018,petrol,48000  miles,left,white,suv,excellent,2.0,21000
nissan,2019,petrol,107  miles,left,black,suv,excellent,2.0,17200
toyota,2015,gas,82000  km,left,white,sedan,excellent,2.0,16500
nissan,2017,petrol,83000  miles,left,green,Universal,excellent,2.5,20500
hyundai,2019,petrol,38000  miles,left,black,sedan,excellent,2.0,15900
mercedes-benz,2017,petrol,63000  km,left,black,sedan,excellent,2.0,30000
mercedes-benz,2007,gas,290000  km,left,golden,sedan,excellent,2.5,8000
hyundai,2020,petrol,30000  miles,left,blue,sedan,excellent,2.0,17400
mercedes-benz,2017,petrol,91000  km,left,black,Coupe,excellent,2.0,39000
hyundai,2018,petrol,41000  miles,left,black,sedan,excellent,2.0,18200
nissan,2017,petrol,142000  km,left,black,suv,excellent,2.0,16200
mercedes-benz,1996,gas,260000  km,left,silver,sedan,good,2.0,5400
hyundai,2011,petrol,166000  miles,left,gray,sedan,excellent,2.0,9300
nissan,2019,petrol,30000  miles,left,blue,suv,excellent,2.0,19200
nissan,2019,petrol,59000  miles,left,white,suv,excellent,2.5,23500
toyota,2007,petrol,181000  km,left,silver,sedan,excellent,2.0,9500
nissan,2019,petrol,69900  miles,left,white,suv,excellent,2.5,24800
mercedes-benz,1997,petrol,300000  km,left,silver,sedan,good,2.0,4900
kia,2019,petrol,36600  miles,left,gray,sedan,excellent,2.0,19900
toyota,2018,petrol,49000  km,left,white,sedan,excellent,1.8,15500
mercedes-benz,1998,gas,234000  km,left,silver,sedan,excellent,2.0,6950
nissan,2020,petrol,29000  km,left,gray,suv,new,2.0,20900
kia,2018,petrol,105000  miles,left,white,sedan,excellent,2.0,11600
toyota,2019,petrol,70000  km,left,blue,sedan,excellent,2.0,26000
mercedes-benz,2018,petrol,110000  km,left,black,Coupe,excellent,2.0,33600
hyundai,2017,petrol,52000  miles,left,blue,sedan,excellent,2.0,14800
nissan,2016,gas,140000  km,left,black,suv,excellent,2.5,17500
nissan,2017,petrol,58000  miles,left,gray,suv,excellent,2.0,18000
toyota,2007,gas,220000  km,left,black,sedan,excellent,1.6,8900
nissan,2019,petrol,51000  miles,left,gray,suv,excellent,2.0,17500
kia,2019,petrol,27700  miles,left,black,sedan,excellent,2.0,17500
toyota,2013,petrol,151000  km,left,black,sedan,excellent,1.6,13800
toyota,2017,petrol,50000  km,left,white,sedan,excellent,2.0,15500
mercedes-benz,1995,gas,222000  km,left,white,sedan,good,1.8,4500
mercedes-benz,2018,petrol,111  km,left,blue,sedan,excellent,2.0,31000
nissan,2017,petrol,90700  miles,left,black,suv,good,2.5,16900
toyota,2022,petrol,24000  miles,left,other,suv,excellent,2.0,30000
nissan,2018,petrol,146000  km,left,silver,suv,good,2.5,14500
toyota,2010,petrol,111111  km,left,white,sedan,good,1.6,7500
hyundai,2017,petrol,65000  miles,left,silver,sedan,excellent,2.0,17000
kia,2019,petrol,23000  miles,left,black,sedan,excellent,2.0,17000
mercedes-benz,2016,petrol,120000  km,left,black,sedan,excellent,2.0,28500
nissan,2019,petrol,56000  km,left,white,Universal,excellent,2.0,25300
mercedes-benz,2018,petrol,50000  km,left,black,sedan,excellent,2.0,35900
mercedes-benz,1997,gas,257000  km,left,silver,sedan,excellent,1.8,5250
mercedes-benz,2018,petrol,75000  miles,left,white,sedan,excellent,2.0,27500
nissan,2018,petrol,33000  miles,left,gray,suv,excellent,2.0,17300
toyota,2017,petrol,90000  km,left,white,sedan,excellent,1.6,17500
hyundai,2019,petrol,71000  miles,left,gray,sedan,excellent,2.0,16000
kia,2018,petrol,65000  km,left,white,sedan,excellent,2.0,12800
toyota,2022,petrol,5700  miles,left,black,sedan,excellent,1.8,27500
hyundai,2019,petrol,66  miles,left,blue,sedan,excellent,2.0,15800
toyota,2019,petrol,56000  km,left,white,sedan,excellent,1.6,22500
kia,2018,petrol and gas,59000  miles,left,black,sedan,excellent,2.0,11800
kia,2017,gas,49000  miles,left,black,sedan,good,2.0,11900
hyundai,2018,petrol,64000  miles,left,white,sedan,excellent,2.0,15750
kia,2011,petrol and gas,152000  km,left,white,sedan,excellent,2.0,8150
nissan,2017,petrol,96000  km,left,gray,suv,excellent,2.0,14500
nissan,2020,petrol,20000  miles,left,black,suv,excellent,2.0,25000
mercedes-benz,2012,petrol,175000  km,left,red,sedan,good,3.0,16500
toyota,2013,petrol,60000  miles,left,white,sedan,excellent,2.0,14000
kia,2019,petrol,21000  miles,left,blue,sedan,excellent,2.0,16500
nissan,2018,petrol,63000  miles,left,silver,suv,excellent,2.0,17300
toyota,2022,petrol,19  km,left,white,sedan,good,2.0,25950
mercedes-benz,1995,petrol,400000  km,left,black,sedan,normal,2.0,15750
hyundai,2017,petrol,48000  miles,left,gray,sedan,excellent,2.0,14000
kia,2019,petrol,49000  miles,left,red,sedan,excellent,2.0,15000
toyota,2017,petrol,74000  miles,left,black,sedan,excellent,2.0,14300
nissan,2019,petrol,38000  miles,left,black,suv,excellent,2.0,23500
toyota,2019,petrol,30000  km,left,gray,sedan,excellent,2.0,26800
kia,2009,petrol,150000  miles,left,blue,sedan,good,2.4,7300
mercedes-benz,2011,petrol,226566  km,left,white,sedan,good,2.0,12500
toyota,2019,petrol,30000  miles,left,blue,sedan,excellent,2.0,22000
kia,2019,petrol,40000  miles,left,gray,sedan,excellent,2.0,17700
kia,2018,petrol,29000  miles,left,white,sedan,excellent,2.0,14500
nissan,2019,petrol,30000  km,left,black,Universal,excellent,2.0,20000
hyundai,2013,petrol,115000  km,left,white,sedan,excellent,2.0,10500
hyundai,2020,petrol,46800  miles,left,gray,sedan,excellent,2.0,13900
toyota,2021,petrol,17300  miles,left,blue,sedan,excellent,2.0,24000
mercedes-benz,2006,petrol,220000  km,left,white,sedan,excellent,2.0,7500
hyundai,2017,petrol,25  miles,left,gray,sedan,excellent,2.0,13700
hyundai,2019,petrol,52000  miles,left,silver,sedan,excellent,2.0,15700
hyundai,2014,petrol,97000  km,left,white,sedan,excellent,1.8,10500
toyota,2018,petrol,56000  km,left,black,sedan,excellent,2.0,19000
hyundai,2019,petrol,25000  miles,left,gray,hatchback,excellent,2.0,16000
mercedes-benz,1998,gas,300000  km,left,blue,sedan,good,2.0,5400
hyundai,2018,petrol,38500  miles,left,gray,sedan,excellent,2.0,14200
toyota,2017,petrol,71000  km,left,white,sedan,excellent,1.6,21000
hyundai,2016,gas,130000  km,left,gray,sedan,excellent,2.0,12500
hyundai,2017,petrol,150000  km,left,beige,sedan,excellent,2.0,13800
mercedes-benz,2001,petrol,163000  km,left,blue,sedan,good,2.4,6700
kia,2015,petrol,123  miles,left,white,sedan,good,1.8,10590
toyota,2019,petrol,70000  km,left,blue,sedan,excellent,2.0,17500
nissan,2017,petrol,59000  miles,left,black,suv,excellent,2.0,17000
hyundai,2012,petrol,89000  miles,left,gray,sedan,excellent,2.0,9300
mercedes-benz,2008,gas,180000  km,left,black,sedan,good,3.0,13000
nissan,2018,petrol,26780  km,left,white,suv,excellent,2.5,23000
nissan,2018,petrol and gas,36000  miles,left,white,Universal,excellent,2.0,19000
hyundai,2011,petrol,153000  miles,left,skyblue,sedan,excellent,1.8,8800
hyundai,2018,petrol,78000  km,left,white,sedan,excellent,2.0,14000
nissan,2019,petrol,66000  miles,left,blue,suv,excellent,2.0,17700
mercedes-benz,2008,gas,350000  km,left,white,sedan,good,2.0,12500
nissan,2019,petrol,88000  miles,left,gray,suv,excellent,2.5,20700
toyota,2022,petrol,4000  km,left,white,sedan,excellent,2.0,27900
hyundai,2020,petrol,12000  km,left,black,sedan,excellent,2.0,16500
kia,2020,petrol,33000  miles,left,gray,sedan,excellent,2.0,17500
hyundai,2017,petrol,78000  miles,left,pink,sedan,excellent,2.0,13000
nissan,2017,petrol,53000  miles,left,blue,suv,excellent,2.5,17800
kia,2010,petrol,280000  km,left,gray,sedan,normal,2.0,8200
toyota,2016,petrol,93000  km,left,black,sedan,good,2.0,14200
kia,2019,petrol,33600  miles,left,blue,sedan,excellent,2.0,17000
mercedes-benz,1995,gas,350000  km,left,black,sedan,good,2.8,4200
nissan,2017,petrol,51500  miles,left,black,Universal,excellent,2.0,18000
mercedes-benz,2013,petrol,152000  km,left,white,sedan,good,2.0,15000
mercedes-benz,2005,petrol and gas,190000  km,left,silver,sedan,good,2.0,6700
kia,2009,petrol,185000  miles,left,white,sedan,good,2.0,7000
nissan,2017,petrol,90000  miles,left,blue,Universal,crashed,2.0,13100
kia,2016,petrol,83000  miles,left,other,sedan,excellent,1.8,10900
mercedes-benz,2000,gas,322000  km,left,silver,sedan,good,2.0,15750
hyundai,2021,petrol,26000  miles,left,gray,sedan,excellent,2.0,24900
toyota,2012,petrol,120000  km,left,white,sedan,good,2.0,13500
kia,2020,petrol,86999  km,left,white,sedan,excellent,2.0,15400
kia,2022,petrol,6500  km,left,gray,sedan,good,2.0,25000
hyundai,2018,petrol,120000  km,left,silver,sedan,excellent,2.0,12300
kia,2020,petrol,35000  miles,left,red,sedan,excellent,2.0,17600
nissan,2021,petrol,9000  miles,left,black,suv,excellent,2.0,38000
mercedes-benz,2008,petrol,190000  km,left,black,sedan,good,3.0,10500
mercedes-benz,2000,gas,260000  km,left,silver,sedan,excellent,2.0,6300
kia,2016,petrol,85000  miles,left,silver,sedan,excellent,2.0,12300
nissan,2020,petrol,55094  km,left,black,sedan,crashed,2.0,15800
nissan,2018,petrol,30000  km,left,black,suv,excellent,2.0,21500
mercedes-benz,2000,petrol and gas,200000  km,left,black,Universal,normal,2.0,15750
mercedes-benz,2008,petrol,120000  miles,left,red,sedan,excellent,3.0,10500
toyota,2019,petrol,79500  km,left,white,sedan,excellent,1.6,28800
kia,2013,petrol,92000  km,left,black,sedan,good,2.0,9500
nissan,2017,petrol,30000  miles,left,white,sedan,excellent,2.0,14500
toyota,2019,petrol,50  km,left,black,sedan,excellent,2.0,21800
toyota,2016,petrol,75000  km,left,white,sedan,excellent,1.8,19000
mercedes-benz,2008,petrol,170000  miles,left,red,sedan,excellent,3.0,10300
mercedes-benz,2019,petrol,85000  km,left,white,sedan,excellent,2.0,15750
hyundai,2019,petrol,28000  km,left,white,hatchback,excellent,2.0,17500
kia,2019,petrol,19000  miles,left,other,sedan,new,2.0,14800
mercedes-benz,2008,diesel,190000  miles,left,black,sedan,excellent,2.1,10500
nissan,2019,petrol,23000  miles,left,silver,suv,excellent,2.0,23800
toyota,2015,petrol,68000  miles,left,other,sedan,excellent,2.0,14100
toyota,2022,petrol,10  km,left,white,sedan,excellent,2.0,37800
hyundai,2011,petrol,150000  miles,left,black,sedan,excellent,2.0,9300
kia,2021,petrol,6000  km,left,black,sedan,excellent,2.0,24000
nissan,2014,petrol,202000  km,left,white,suv,good,2.0,15500
kia,2019,petrol,46000  miles,left,blue,sedan,excellent,2.0,16000
nissan,2017,petrol,70000  miles,left,black,suv,excellent,2.5,18500
kia,2017,petrol,50000  miles,left,blue,sedan,crashed,2.0,12500
hyundai,2017,petrol,77000  miles,left,black,sedan,new,2.0,12100
mercedes-benz,2012,petrol,120000  km,left,white,sedan,good,2.0,16900
kia,2017,petrol,42000  miles,left,brown,sedan,excellent,2.0,12600
nissan,2018,petrol,91000  km,left,white,hatchback,excellent,2.0,15500
hyundai,2016,petrol,56000  miles,left,golden,sedan,excellent,2.0,12900
hyundai,2021,petrol,35000  miles,left,gray,sedan,excellent,2.0,20000
kia,2018,petrol,83000  miles,left,blue,sedan,excellent,2.0,15800
kia,2017,petrol,39000  miles,left,white,sedan,excellent,2.0,12700
nissan,2018,petrol,64000  km,left,white,suv,crashed,2.5,15200
mercedes-benz,2017,petrol,130000  km,left,silver,sedan,good,2.0,35000
hyundai,2018,petrol,54000  km,left,silver,sedan,excellent,2.0,14000
toyota,2011,petrol and gas,150000  km,left,black,sedan,excellent,2.0,10500
hyundai,2018,petrol,21000  miles,left,silver,sedan,excellent,2.0,12900
nissan,2016,petrol,66000  miles,left,silver,suv,excellent,2.0,14700
toyota,2019,petrol,60000  miles,left,silver,sedan,excellent,2.0,18700
toyota,2020,petrol,36000  km,left,black,sedan,excellent,1.6,33000
mercedes-benz,2013,petrol,112000  km,left,black,sedan,excellent,2.0,13450
nissan,2017,petrol,81000  miles,left,gray,suv,excellent,2.0,16300
kia,2018,petrol,75000  miles,left,silver,sedan,excellent,2.0,13500
mercedes-benz,1998,petrol,230000  miles,left,white,sedan,good,2.8,6500
toyota,2021,petrol,90000  km,left,white,sedan,excellent,2.0,24900
hyundai,2019,petrol,75000  miles,left,black,sedan,excellent,2.0,15500
mercedes-benz,2014,petrol,190000  km,left,white,sedan,excellent,2.0,16300
mercedes-benz,2005,petrol,185300  km,left,black,sedan,good,2.0,6200
nissan,2017,petrol,30000  miles,left,black,suv,excellent,2.0,16500
nissan,2018,petrol,73000  km,left,black,suv,excellent,2.0,20000
kia,2019,petrol,54000  miles,left,blue,sedan,excellent,2.0,17500
nissan,2019,petrol,68000  miles,left,silver,Universal,excellent,2.5,18400
toyota,2011,gas,220000  km,left,white,sedan,excellent,1.8,10900
hyundai,2016,petrol,110000  km,left,silver,sedan,excellent,2.0,10900
nissan,2011,petrol,208000  km,left,white,Universal,normal,2.0,8800
toyota,2019,petrol,68000  km,left,white,sedan,excellent,2.0,23500
mercedes-benz,2013,petrol,98000  miles,left,black,sedan,excellent,2.0,16300
nissan,2017,petrol,53000  km,left,black,suv,excellent,2.5,20300
kia,2018,petrol,63000  miles,left,white,sedan,excellent,2.0,17300
hyundai,2016,petrol,36494  miles,left,gray,sedan,excellent,2.0,15000
hyundai,2011,gas,121000  miles,left,black,sedan,excellent,2.0,9500
hyundai,2014,gas,79000  miles,left,white,sedan,normal,1.8,10800
nissan,2017,petrol,34000  miles,left,black,suv,excellent,2.0,16500
kia,2013,gas,214000  km,left,black,sedan,excellent,1.6,10500
nissan,2020,petrol,42000  km,left,silver,sedan,excellent,2.0,16000
toyota,2008,gas,340000  km,left,black,sedan,good,2.0,7800
toyota,2012,petrol,87000  miles,left,white,sedan,good,2.0,13000
toyota,2017,petrol,40000  miles,left,white,sedan,excellent,2.0,20000
kia,2022,petrol,29000  km,left,white,sedan,excellent,2.0,24000
nissan,2018,petrol,12000  km,left,gray,Universal,excellent,2.0,15750
nissan,2017,petrol,92000  km,left,other,suv,excellent,2.0,17500
kia,2019,petrol,30000  miles,left,other,sedan,excellent,2.0,17000
nissan,2018,petrol,72000  miles,left,black,suv,excellent,2.0,16000
hyundai,2021,hybrid,12000  km,left,white,sedan,excellent,1.6,23400
mercedes-benz,2018,petrol,36500  miles,left,white,sedan,excellent,2.0,26900
hyundai,2016,gas,160000  miles,left,black,sedan,good,2.0,12500
toyota,2019,petrol,44000  miles,left,white,sedan,excellent,2.0,21000
hyundai,2022,petrol,25000  miles,left,black,sedan,excellent,2.0,23900
nissan,2020,petrol,42000  km,left,gray,suv,excellent,2.0,20000
toyota,2022,petrol,20000  km,left,other,sedan,excellent,2.0,31000
mercedes-benz,2016,petrol,77000  km,left,black,sedan,excellent,2.0,28000
nissan,2018,petrol,85000  km,left,black,suv,excellent,2.0,19000
toyota,2008,petrol,147500  miles,left,silver,sedan,good,2.0,8300
kia,2021,petrol,5180  miles,left,black,sedan,crashed,2.0,15600
hyundai,2018,petrol,80000  km,left,black,sedan,excellent,2.0,13500
mercedes-benz,2008,petrol,140000  miles,left,white,sedan,good,2.0,11000
toyota,2021,petrol,54000  miles,left,silver,sedan,excellent,1.8,19300
mercedes-benz,2008,petrol,270000  km,left,gray,sedan,good,3.5,10500
mercedes-benz,2007,petrol and gas,160000  km,left,other,sedan,good,2.0,15750
hyundai,2013,gas,170000  miles,left,gray,sedan,excellent,2.0,8500
toyota,2014,petrol,98000  km,left,black,sedan,excellent,2.0,16000
nissan,2018,petrol,70000  miles,left,black,suv,new,2.0,18300
toyota,2018,petrol,113000  miles,left,black,sedan,excellent,2.0,17700
nissan,2021,petrol,6900  miles,left,blue,suv,excellent,2.0,29900
hyundai,2019,petrol,43000  km,left,white,sedan,excellent,2.0,17300
mercedes-benz,2017,petrol,74000  km,left,white,sedan,excellent,2.0,35000
hyundai,2017,petrol,44000  miles,left,gray,sedan,excellent,2.0,13200
mercedes-benz,2018,petrol,18500  miles,left,white,sedan,excellent,2.0,32900
toyota,2004,petrol,302000  km,left,silver,minivan / minibus,excellent,2.0,5000
mercedes-benz,2008,petrol,132000  km,left,black,sedan,good,2.0,13750
toyota,2022,petrol,20  km,left,white,sedan,new,2.0,25800
kia,2011,gas,168000  miles,left,white,sedan,excellent,2.0,8900
hyundai,2018,petrol,79000  miles,left,black,sedan,excellent,2.0,13500
hyundai,2020,petrol,60200  km,left,white,sedan,excellent,1.6,28500
mercedes-benz,2003,gas,203000  km,left,black,sedan,good,1.8,6200
kia,2019,petrol,66000  miles,left,silver,sedan,excellent,2.0,17500
toyota,2020,petrol,33000  km,left,white,sedan,excellent,2.0,23800
nissan,2017,petrol,58000  miles,left,white,Universal,excellent,2.5,18700
